standardized_smiles,PBT_label
c1ccc(C2=NCCN2)cc1,0
C=C(C)c1ccccc1,0
C=C(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0
C=CC(=O)OCCCCOC(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0
Nc1cc(Cl)nc(C(=O)O)c1Cl,0
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,0
CC1CN(CN2COC(C)C2)CO1,0
O=C(O)CCSCCC(=O)O,0
CC1CC(C)(C)OOC(C)(C)O1,0
N#Cc1ccc(N)cc1C#N,0
CCCCCCCCC=CCCCCCCCCN1C(=O)C(O)C(O)C1=O,0
N#Cc1ccc(O)c(O)c1,0
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,0
CCCCCCCCCCCC(=O)OCC(C)(C)C=NCC1(C)CC(N=CC(C)(C)COC(=O)CCCCCCCCCCC)CC(C)(C)C1,0
CC1=CC(=C(c2ccc(N)c(S(=O)(=O)O)c2)c2ccc(N)c(S(=O)(=O)O)c2)C=C(S(=O)(=O)O)C1=N,0
CC1(C)C(C=C(Cl)Cl)C1C(=O)Cl,0
N=C(N)SCCC(=O)O,0
CCCCC(CC)CCl,0
Cn1cc(C(=O)O)c(C(F)F)n1,0
O=C(O)CCP(=O)(O)c1ccccc1,0
Cc1[nH]n2c(=O)c3ccccc3nc2c1N=Nc1ccc(Cl)cc1[N+](=O)[O-],0
CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0
CC(=O)Nc1cc(S(=O)(=O)O)cc(N)c1O,0
CC(=O)C1C(=O)C=C(C)OC1=O,0
CCCCC(O)C(N)CC,0
NCCCO,0
O=C1OC(=Cc2ccccc2)c2ccccc21,0
O=C(Cl)CCCl,0
O=C1C(c2nc3ccccc3cc2O)=C(O)c2ccccc21,0
CCCCNC(=O)OCC#CI,0
OCC(O)CS,0
COCCC(=O)N(C)C,0
COC(C)CCO,0
Cc1cc(N)n(-c2ccccc2)n1,0
CCC=CCC1=C(C)CCC1=O,0
CC(=CC#N)CCc1ccccc1,0
Cc1ccc(Nc2ccc3c4c(cc(=O)n3C)-c3ccccc3C(=O)c24)cc1,0
CC(C)=CCO,0
C=C(C)CCO,0
CC(=O)C(C)C,0
Cc1cccnc1,0
CC1CCS(=O)(=O)C1,0
CN1CCSC1=S,0
Cc1ccc(O)cc1[N+](=O)[O-],0
CCC(=O)C(C)CO,0
OCc1cccc(Oc2ccccc2)c1,0
CC(=O)OCCCc1ccccc1,0
Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1,0
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,0
CCCCCCCCCCCCCCC(C=CCOC(=O)CCC(=O)O)CCSCCC(C=CCOC(=O)CCC(=O)O)CCCCCCCCCCCCCC,0
c1ccc2c(c1)CC1COCOC21,0
CC1(O)ON=C(c2ccccc2)C1c1ccccc1,0
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,0
CCOc1nc(Cl)cc(Cl)n1,0
CC(C)(C)CC(C)(C)Nc1nc(Cl)nc(Cl)n1,0
O=C1CCC=CCCC=CCCC1,0
C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,0
C=CC(=O)N1CCOCC1,0
c1ccc(CCCc2ccncc2)cc1,0
Cc1ccc(Sc2ccc(C(=O)c3ccccc3)cc2)cc1,0
CCC(C)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)cc(C(C)CC)c1O,0
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0
O=S(=O)(O)CCCCNC1CCCCC1,0
Cc1cc(C#N)cc(C)c1Oc1cc(N)nc(Nc2ccc(C#N)cc2)n1,0
CCOCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2N)C(=O)c2ccccc2C3=O)cc1,0
N#Cc1ccc(Nc2nccc(Cl)n2)cc1,0
S=C(SN1CCOCC1)N1CCOCC1,0
c1ccc2c(NCCCN3CCOCC3)cccc2c1,0
C[Si](C)(F)CCCC#N,0
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0
N#[N+]c1ccc2c(S(=O)(=O)Oc3ccc(C(=O)c4ccccc4)c(OS(=O)(=O)c4cccc5c(O)c([N+]#N)ccc45)c3OS(=O)(=O)c3cccc4c(O)c([N+]#N)ccc34)cccc2c1O,0
N#CC(CCBr)(c1ccccc1)c1ccccc1,0
CCCC1CCC(c2ccc(-c3ccc(OCC)c(F)c3F)cc2)CC1,0
CCN1CCN(C(=O)Cl)C(=O)C1=O,0
Nc1ccc(F)cc1,0
Oc1cccc2[nH]ccc12,0
Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],0
COc1ccc(Nc2ccccc2)c(C)c1,0
COc1ccc(CC(=O)O)cc1,0
CCC=C(C)C(O)CCCCC,0
C=CCC(C)C,0
CN1CCN(N)CC1,0
Cc1cn[nH]c1,0
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,0
O=c1[nH]c2ccccc2c(=O)o1,0
n1nc(-c2nn[nH]n2)n[nH]1,0
S=c1[nH]nc(SSc2n[nH]c(=S)s2)s1,0
Cc1cc2[nH]c(=O)[nH]c2cc1N=NC1C(=O)NC(=O)NC1=O,0
Cc1ccc(NCCO)cc1O,0
CN(Cc1ccccc1)c1ccc(N=NC2N(C)C=NN2C)cc1,0
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,0
Nc1ccc(Cl)c(S(=O)(=O)O)c1,0
COc1ccc(N)cc1S(=O)(=O)O,0
COc1ccc(Cl)cc1[N+]#N,0
CCC1(CO)COCOC1,0
CCc1ccc(C)nc1,0
N#Cc1ccccc1NC(=O)c1snc(Cl)c1Cl,0
Cc1cnc(C(=O)O)cn1,0
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0
O=C(O)CCCCCNc1nc(NCCCCCC(=O)O)nc(NCCCCCC(=O)O)n1,0
COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC,0
Cc1ccc(S(=O)(=O)NCCCCCC(=O)O)cc1,0
Nc1nc(C2CC2)nc(C(=O)O)c1Cl,0
CC1=CC(O)=NS(=O)(=O)O1,0
Cc1ccc2c(c1)NCCO2,0
Cc1cn2c(nc1=O)OC1C(O)C(CO)OC12,0
O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,0
CC(COCCCO)OP(OCCOCCO)OCCOC(C)(C)C(C)(C)O,0
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)c1ccccc1,0
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0
Cc1ccc2c(=O)[nH]c(=O)oc2c1,0
CCC12COCN1COC2,0
C1=CC2CCC1C2,0
Clc1c(Cl)c(Br)c2c(c1Cl)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c(Cl)c(Br)c(Cl)c(Br)c41)-c1c(Cl)c(Cl)c(Br)c(Cl)c1-3)c1c(Br)c(Cl)c(Br)c(Cl)c21,0
CCN(Cc1ccccc1)c1ccc(C=C(C#N)C(=O)OCC[N+](C)(C)C)cc1,0
CO[Si](CCCOCC1CO1)(OC)OC,0
CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)N1O,0
O=S(=O)(O)c1ccc(Nc2ccc(C(=C3C=CC(=Nc4ccccc4)C=C3)c3ccc(Nc4ccccc4)cc3)cc2)cc1,0
CCCCCCC(O)CC=CCCCCCCCC(=O)NCCCN(C)C,0
CSc1cc(SC)c(N)c(C)c1N,0
CCOCNC(=O)NCOCC,0
CC=O,0
CC=NO,0
O=C(O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F,0
O=C(O)C(O)S(=O)(=O)O,0
CC(=O)CC(N)=O,0
CC#N,0
C#C,0
C=CCOC(=O)COC1CCCCC1,0
C=CCN=C=S,0
C=CCN,0
C=CC[P+](CCCC)(CCCC)CCCC,0
Cl[Al](Cl)Cl,0
N#[Al],0
O=[AlH]=O,0
CC(O)C(=O)O[Al](OC(=O)C(C)O)OC(=O)C(C)O,0
CCNc1nc(NC(C)C)nc(SC)n1,0
N=C(N)S(=O)O,0
Nc1ncn[nH]1,0
CP(=O)(O)CCC(N)C(=O)O,0
COc1cc(S(=O)(=O)O)c(C)cc1NC(=O)CC(C)=O,0
NC(=O)O,0
C#N,0
N#CS,0
O=S(O)(O)=S,0
NC(=O)c1ccccc1N,0
S=[Sb]S[Sb]=S,0
Cl[Sb](Cl)Cl,0
Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,0
O=S(=O)(Nc1ccc(O)cc1)c1ccccc1,0
Nc1ccccc1-c1ccccc1,0
CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1,0
CC(C)CCCCCCCCCCCCCCCOC(=O)CC(O)C(=O)OCCCCCCCCCCCCCCCC(C)C,0
CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C,0
C(CSSCCC[Si]12OCCN(CCO1)CCO2)C[Si]12OCCN(CCO1)CCO2,0
O=S(=O)(CCO)CCO,0
CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)C(C)C2)CC1C)C(=O)OCC,0
CC(=O)O[Al]OC(C)=O,0
CC(C)OC(=O)SSC(=O)OC(C)C,0
CC(C)SP(=O)(O)SC(C)C,0
CC(C)C(=O)OOC(=O)C(C)C,0
O=[Bi],0
OB(O)O,0
B12B3B4B1C234,0
B#N,0
ClB(Cl)Cl,0
FB(F)F,0
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,0
BrBr,0
BrCC1CC1,0
C=C=CC,0
CCC(N)C(N)=O,0
CCCCCCCCCCCCCCOC(=O)CCC(=O)Nc1ccc(-c2nc3c(Cl)c(C(C)(C)C)[nH]n3n2)cc1,0
CCCCOC(=O)c1ccccc1N=Nc1c(O)c(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc2ccccc12,0
CCCCOC(=O)CCC(C)(OOC(C)(C)C)OOC(C)(C)C,0
CCCCOC(N)=O,0
CCCC[Sn]Cl,0
NC(=O)N=NC(N)=O,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
OCl,0
[O-][I+2]([O-])[O-],0
O=[Ca],0
SSSSS,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0
CCCCC(CC)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(CC)CCCC,0
CC(C)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,0
S=C=S,0
[C-]#[O+],0
NNC(=O)NN,0
NCl,0
ClCl,0
[O][Cl+][O-],0
CC(C)C[Al](Cl)CC(C)C,0
C=C[Si](C)(C)Cl,0
FC(F)=C(F)Cl,0
OCC(O)COc1ccc(Cl)cc1,0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0
O=[Cr]O[Fe]=O,0
O=[Cr](=O)=O,0
CCCC1CCOC(C)S1,0
CCC=CCCO,0
CC(C)=CCCC(C)CCOC=O,0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,0
S=[Co],0
Cl[Cu]Cl,0
Br[Cu]Br,0
O=[Cu],0
S=[Cu],0
N#CN,0
N#CN=C(N)N,0
COC1CCC(=O)CC1,0
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,0
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,0
O=CC(OC(C=O)C(O)C(O)C(O)CO)C(O)C(O)C(O)CO,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0
CC(C)(CO)C(O)C(=O)NCCCO,0
C1CN(SSN2CCOCC2)CCO1,0
O=C(ON1C(=O)CCC1=O)ON1C(=O)CCC1=O,0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,0
CCC(C)(C)OOC(C)(C)CC,0
CC(=O)O[Si](OC(C)=O)(OC(C)(C)C)OC(C)(C)C,0
[Al]Cl,0
O=[Bi]OC(=O)O[Bi]=O,0
O=[Bi]O[Bi]=O,0
S=[Bi]S[Bi]=S,0
O=BOB=O,0
CCCCOC(=O)CC(SP(=S)(OCC(CC)CCCC)OCC(CC)CCCC)C(=O)OCCCC,0
CCCC[Sn](Cl)(Cl)CCCC,0
C[Si](Cl)(Cl)CCCCl,0
C[Si](Cl)(Cl)CCl,0
ClP(Cl)c1ccccc1,0
Cl[Si](Cl)(C1CCCC1)C1CCCC1,0
Cl[SiH2]Cl,0
O=[Cr](=O)(O)O,0
C(=NC1CCCCC1)=NC1CCCCC1,0
CCCCCCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCCC)C1,0
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(-c2ccc(N=NC3C(=O)N(c4ccccc4)N=C3C(=O)OCC)c(Cl)c2)cc1Cl,0
CCOC(=O)CC(C(C)=O)C(=O)OCC,0
CCOP(=O)(CN(CCO)CCO)OCC,0
CCOC(=O)C(=O)OCC,0
FCF,0
CC(C)OC(C)C,0
CC(C)NC(C)C,0
O=BOB(O)OB(O)OB=O,0
COC(=O)CC(C(=O)OC)P(=O)(OC)OC,0
CSSC,0
COC,0
C=C(CC(=O)OC)C(=O)OC,0
CSC,0
CCCCCCCCC=CCCCCCCCC(=O)O[Sn](C)(C)OC(=O)CCCCCCCC=CCCCCCCCC,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,0
C[Sn](C)(Cl)Cl,0
O=[Nb](=O)O[Nb](=O)=O,0
CCCCCCCC[Sn](=O)CCCCCCCC,0
c1ccc(Sc2ccccc2)cc1,0
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,0
O=P(=O)OP(=O)=O,0
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0
O=S(=O)(O)C(O)CCCC(O)S(=O)(=O)O,0
Cc1ccc(S(=O)(=O)Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4cc(Cl)ccc4Oc4ccccc4)c(O)c23)cc1,0
O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1-c1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0
NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(N(CCO)CCC(N)=O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,0
O=S(O)S(=O)(=O)O,0
O=[Si](O)O,0
O=[Mo](=O)(O)O,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,0
NNC(=O)C(N)CO,0
CCCCCCCCCCCC(=O)OC(C)CS(=O)(=O)O,0
CCCCCCCCCCCC[N+](C)(C)[O-],0
CCCN(CCC)C(=O)SCC,0
CC,0
OCCO,0
CCS,0
C=CSCCO,0
CCO[Si](C)(C)C,0
CCCCCC=CC=CC(=O)OCC,0
CCOC(=O)c1cn(Cc2c(F)cccc2F)nn1,0
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc([N+](=O)[O-])cc1)C2=O,0
CCOC(=O)C1OC1(C)c1ccccc1,0
CCOC(=O)C(C)(O)c1ccc(Oc2ccccc2)cc1,0
CCOC(=O)C(Br)C(C)C,0
CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,0
CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,0
CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,0
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0
CCOC(=O)CCl,0
[C-]#[N+]CC(=O)OCC,0
CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,0
C=COCC,0
O=[N+]([O-])OCCO[N+](=O)[O-],0
C1CO1,0
CC(COC(C)CN(CCN(CC(C)OCC(C)OCCO)CC(C)OCC(C)OCCO)CC(C)OCC(C)OCCO)OCCO,0
O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O,0
CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,0
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0
O=C(O)CCCCCCCCC=CCCCCCCCOP(=O)(O)O,0
C=CC=CC=CC=CC=CC=CC=CC=CCC(=O)OC=CC=CC=CC=CC=CC=CC=CC=CCC(=O)OC=CC=CC=CC=CC=CC=CC=CC=CCC(=O)O,0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0
C=O,0
NCc1ccco1,0
O=[Ge]=O,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0
CC(O)C#CC(C)O,0
CN1CN(C)CN(C)C1,0
C=CC(=O)OC1C=CC2C3CCC(C3)C12,0
CC=CC=CC,0
CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)O)c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,0
OO,0
Oc1ccc(O)cc1,0
C=C(C)C(=O)O,0
NOS(=O)(=O)O,0
O=C(O)CP(=O)(O)OO,0
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
II,0
CI,0
S=[Fe],0
Cl[Fe](Cl)Cl,0
CC(C)CCOC(=S)S,0
CC(C)C,0
CC(C)C=O,0
C=C(C)OC(C)=O,0
NC(CCCCNC(=O)C(F)(F)F)C(=O)O,0
CSCCC(N)C(=O)O,0
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)OCc1ccccc1)C(C)C,0
O=[Pb],0
N#Cc1nc(C(F)(F)F)[nH]c1C#N,0
CCCCCCCCCCCCOS(=O)(=O)O,0
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=N)C1,0
Cl[Mn]Cl,0
O=[Mn]=O,0
O=C(CS)OCC(O)CO,0
CN(C)C(=N)N=C(N)N,0
C=C(C)C(N)=O,0
O=S(=O)(O)CS(=O)(=O)O,0
CON,0
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0
C=CC(C)(C)CC(=O)OC,0
COC(=O)CCS,0
COCCCNc1nc(NCCCOC)c(N=Nc2sc(C(=O)OC)c(C)c2C#N)c(C)c1C#N,0
COC(=O)C(C)CCC(=O)N(C)C,0
COC(=O)NCCC[Si](OC)(OC)OC,0
COC(=O)CC(C)=O,0
COC(=O)NN,0
CN=C=S,0
COC(=O)NC[Si](C)(OC)OC,0
COC(=O)c1cccnc1,0
CCCCCC#CC(=O)OC,0
CCCCCCC(O)CC=CCCCCCCCC(=O)OC,0
C=COC,0
COC=CC(=O)OC,0
CNN,0
CP(=O)(O)O,0
Cc1cc(=O)[nH]c(=S)[nH]1,0
O=C(O)c1ccc(S(=O)(=O)NCl)cc1,0
CCO[Si](CN1CCOCC1)(OCC)OCC,0
CC(CC(C)C)=NNC(=O)c1cc2ccccc2cc1O,0
CCN=C=NCCCN(C)C,0
N#CNC(N)=NCCCCCCN=C(N)NC#N,0
O=C(NCCCCCCNC(=O)NCc1ccccc1)NCc1ccccc1,0
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,0
CCCCCCCCCCCCCCCCCCNC(=O)NCCCNC(=O)NCCCCCCCCCCCCCCCCCC,0
CCO[Si](C)(N(C)C(=O)c1ccccc1)N(C)C(=O)c1ccccc1,0
CCOc1cc2c(cc1NC(=O)c1ccccc1)Oc1c(NC(C)=O)c3c(c(NC(C)=O)c1=N2)Oc1cc(NC(=O)c2ccccc2)c(OCC)cc1N=3,0
CC(CC(C)C)=NCCNCCN=C(C)CC(C)C,0
CC1(C)CC(NC(=O)c2cccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c2)CC(C)(C)N1,0
NCCCN1CCN(CCCN)CC1,0
CC(=O)NNC(C)=O,0
CN(C(=S)SSC(=S)N(C)c1ccccc1)c1ccccc1,0
C=CC(=O)NCNC(=O)C=C,0
CC(O)CN(CC(C)O)C(=O)c1ccccc1,0
